otu	domain	phylum	order	class	family	genus	quality
OTU_1530	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	|99
OTU_1531	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	|100
OTU_1532	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Incertae_Sedis	|99
OTU_1533	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	|100
OTU_1536	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister	|88
OTU_1537	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	|78
OTU_1538	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	|100
OTU_1539	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	|92
OTU_1540	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	|90
OTU_1541	Bacteria	Cyanobacteria	Chloroplast	unclassified	unclassified	unclassified	|100
OTU_1542	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	|100
OTU_1543	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	|98
OTU_1544	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	|100
OTU_1545	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	|100
OTU_1546	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	|90
OTU_1547	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Atopobium	|100
OTU_1548	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia-Shigella	|84
OTU_1549	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Holdemania	|100
OTU_1550	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	|100
OTU_1551	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	|100
OTU_1552	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	|99
OTU_1553	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	|100
OTU_1554	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia-Shigella	|87
OTU_1555	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	|100
OTU_1558	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	|98
OTU_1559	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	|100
OTU_1560	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	|100
OTU_1561	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	|70
OTU_1562	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	|100
OTU_1563	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	unclassified	|74
OTU_1564	Bacteria	Firmicutes	Bacilli	Lactobacillales	unclassified	unclassified	|92
OTU_1565	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	|86
OTU_1566	Bacteria	Cyanobacteria	Chloroplast	unclassified	unclassified	unclassified	|100
OTU_1567	Bacteria	Firmicutes	Clostridia	Clostridiales	Defluviitaleaceae	Incertae_Sedis	|98
OTU_1568	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	unclassified	|100
OTU_1569	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	|91
OTU_1570	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	|100
OTU_1571	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified	|100
OTU_1572	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Cellulosilyticum	|99
OTU_1573	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	|98
OTU_1574	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	|92
OTU_1575	Bacteria	Proteobacteria	Betaproteobacteria	unclassified	unclassified	unclassified	|100
OTU_1577	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	|96
OTU_1578	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum	|100
OTU_1579	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	|100
