otu	domain	phylum	order	class	family	genus	quality
OTU_758	OTU_758	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	unclassified	|100
OTU_759	OTU_759	Bacteria	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae	Methylobacillus	|98
OTU_760	OTU_760	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	|100
OTU_761	OTU_761	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	|100
OTU_762	OTU_762	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	|100
OTU_764	OTU_764	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Intestinimonas	|94
OTU_766	OTU_766	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	|78
OTU_768	OTU_768	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	unclassified	|100
OTU_769	OTU_769	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Butyricicoccus	|73
OTU_770	OTU_770	Bacteria	Tenericutes	Mollicutes	RF9	unclassified	unclassified	|96
OTU_771	OTU_771	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Solobacterium	|100
OTU_772	OTU_772	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Bacteriovorax	|92
OTU_774	OTU_774	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Mobiluncus	|100
OTU_775	OTU_775	Bacteria	Tenericutes	Mollicutes	RF9	unclassified	unclassified	|100
OTU_776	OTU_776	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	|96
OTU_778	OTU_778	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoanaerobaculum	|100
OTU_779	OTU_779	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto_2	|100
OTU_781	OTU_781	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified	|76
OTU_782	OTU_782	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	|100
OTU_783	OTU_783	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Incertae_Sedis	|93
OTU_784	OTU_784	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	|100
OTU_785	OTU_785	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	|97
OTU_786	OTU_786	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Johnsonella	|100
OTU_788	OTU_788	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	|98
OTU_789	OTU_789	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Odoribacter	|100
OTU_790	OTU_790	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Incertae_Sedis	|79
OTU_791	OTU_791	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI	Murdochiella	|100
OTU_793	OTU_793	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Incertae_Sedis	|82
OTU_796	OTU_796	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	|100
OTU_799	OTU_799	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	|100
OTU_801	OTU_801	Bacteria	Cyanobacteria	Melainabacteria	Gastranaerophilales	unclassified	unclassified	|100
OTU_802	OTU_802	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	|100
OTU_804	OTU_804	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	unclassified	|96
OTU_805	OTU_805	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	unclassified	unclassified	|100
OTU_806	OTU_806	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	unclassified	|97
OTU_808	OTU_808	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Cryptobacterium	|100
OTU_810	OTU_810	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	|71
OTU_811	OTU_811	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Incertae_Sedis	|97
OTU_813	OTU_813	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	env.OPS_17	unclassified	|100
OTU_814	OTU_814	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Incertae_Sedis	|91
OTU_815	OTU_815	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	|75
OTU_816	OTU_816	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	unclassified	unclassified	|95
OTU_817	OTU_817	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	|100
OTU_819	OTU_819	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	|77
OTU_822	OTU_822	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	|100
OTU_823	OTU_823	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	|100
OTU_824	OTU_824	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Peptococcus	|84
OTU_825	OTU_825	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	|81
OTU_829	OTU_829	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Paraprevotella	|86
OTU_831	OTU_831	Bacteria	Firmicutes	Clostridia	Clostridiales	vadinBB60	unclassified	|100
OTU_833	OTU_833	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Flavonifractor	|82
OTU_834	OTU_834	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Incertae_Sedis	|71
OTU_836	OTU_836	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Pseudochrobactrum	|98
OTU_838	OTU_838	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	|100
OTU_839	OTU_839	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	|100
OTU_840	OTU_840	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	unclassified	|79
OTU_842	OTU_842	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	|89
OTU_843	OTU_843	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	|99
OTU_844	OTU_844	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Pseudoxanthomonas	|93
OTU_846	OTU_846	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	unclassified	unclassified	|100
OTU_849	OTU_849	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	unclassified	|94
OTU_850	OTU_850	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	|100
OTU_851	OTU_851	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Asticcacaulis	|100
OTU_853	OTU_853	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	|100
OTU_854	OTU_854	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	unclassified	|100
OTU_856	OTU_856	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Incertae_Sedis	|98
OTU_858	OTU_858	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified	|75
OTU_859	OTU_859	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	unclassified	|100
OTU_860	OTU_860	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified	|100
OTU_864	OTU_864	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified	|100
OTU_865	OTU_865	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	|100
OTU_866	OTU_866	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Incertae_Sedis	|84
OTU_868	OTU_868	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	|75
OTU_869	OTU_869	Bacteria	Firmicutes	Bacilli	Bacillales	unclassified	unclassified	|100
OTU_873	OTU_873	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified	|97
OTU_874	OTU_874	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	|100
OTU_876	OTU_876	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Incertae_Sedis	|86
OTU_877	OTU_877	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Synergistes	|100
OTU_878	OTU_878	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Incertae_Sedis	|82
OTU_879	OTU_879	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified	|96
OTU_880	OTU_880	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	|100
OTU_881	OTU_881	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	unclassified	|100
OTU_882	OTU_882	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	unclassified	|100
OTU_883	OTU_883	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified	|100
OTU_885	OTU_885	Bacteria	Tenericutes	Mollicutes	RF9	unclassified	unclassified	|100
OTU_886	OTU_886	Bacteria	Tenericutes	Mollicutes	RF9	unclassified	unclassified	|100
OTU_887	OTU_887	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Centipeda	|72
OTU_888	OTU_888	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	|100
OTU_891	OTU_891	Bacteria	Firmicutes	Clostridia	unclassified	unclassified	unclassified	|74
OTU_892	OTU_892	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified	|100
OTU_893	OTU_893	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Intestinimonas	|93
OTU_894	OTU_894	Bacteria	Proteobacteria	unclassified	unclassified	unclassified	unclassified	|88
OTU_895	OTU_895	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified	|95
OTU_897	OTU_897	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	|100
OTU_898	OTU_898	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Sediminibacterium	|93
OTU_899	OTU_899	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	|97
OTU_900	OTU_900	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Pseudoramibacter	|100
OTU_902	OTU_902	Bacteria	Verrucomicrobia	Opitutae	unclassified	unclassified	unclassified	|88
OTU_903	OTU_903	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	|72
OTU_904	OTU_904	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	|72
OTU_905	OTU_905	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	|100
OTU_906	OTU_906	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified	|100
OTU_907	OTU_907	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	|100
OTU_909	OTU_909	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	|100
OTU_910	OTU_910	Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Thermoplasmatales_Incertae_Sedis	Candidatus_Methanomethylophilus	|100
OTU_911	OTU_911	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	|96
OTU_914	OTU_914	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	|100
OTU_915	OTU_915	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	|78
OTU_916	OTU_916	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	|100
OTU_917	OTU_917	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister	|100
OTU_920	OTU_920	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	|96
OTU_921	OTU_921	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Incertae_Sedis	|85
OTU_922	OTU_922	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Incertae_Sedis	|84
OTU_923	OTU_923	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Edwardsiella	|100
OTU_924	OTU_924	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	unclassified	|100
OTU_925	OTU_925	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	|99
OTU_926	OTU_926	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7	unclassified	|100
OTU_929	OTU_929	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	unclassified	|100
OTU_932	OTU_932	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	|96
OTU_933	OTU_933	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	|98
OTU_934	OTU_934	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Intestinimonas	|97
OTU_936	OTU_936	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	|74
OTU_937	OTU_937	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI	Peptoniphilus	|83
OTU_938	OTU_938	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	|88
OTU_939	OTU_939	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	|89
OTU_940	OTU_940	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	|96
OTU_942	OTU_942	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	unclassified	|98
OTU_945	OTU_945	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Incertae_Sedis	|84
OTU_947	OTU_947	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI	unclassified	|70
OTU_949	OTU_949	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7	unclassified	|100
OTU_950	OTU_950	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Intestinimonas	|95
OTU_951	OTU_951	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	|98
OTU_952	OTU_952	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	|100
OTU_953	OTU_953	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI	Finegoldia	|89
OTU_955	OTU_955	Bacteria	Tenericutes	Mollicutes	RF9	unclassified	unclassified	|100
OTU_956	OTU_956	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bosea	|100
OTU_959	OTU_959	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	|76
OTU_961	OTU_961	Bacteria	Cyanobacteria	Melainabacteria	Gastranaerophilales	unclassified	unclassified	|100
OTU_963	OTU_963	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	|100
OTU_964	OTU_964	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	unclassified	|100
OTU_965	OTU_965	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	Incertae_Sedis	|100
OTU_968	OTU_968	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	unclassified	|99
OTU_970	OTU_970	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes	|100
OTU_973	OTU_973	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenella	|99
OTU_974	OTU_974	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	unclassified	|100
OTU_975	OTU_975	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	|100
OTU_976	OTU_976	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	|100
OTU_977	OTU_977	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	|100
OTU_978	OTU_978	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	|100
OTU_981	OTU_981	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Ochrobactrum	|100
OTU_982	OTU_982	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	|94
OTU_983	OTU_983	Bacteria	Cyanobacteria	Chloroplast	unclassified	unclassified	unclassified	|99
OTU_984	OTU_984	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	|100
OTU_988	OTU_988	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	RC9_gut_group	|82
OTU_989	OTU_989	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified	|84
OTU_990	OTU_990	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	|81
OTU_992	OTU_992	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	RC9_gut_group	|98
OTU_993	OTU_993	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	unclassified	|100
OTU_994	OTU_994	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc	|100
OTU_996	OTU_996	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7	unclassified	|100
OTU_997	OTU_997	Bacteria	Lentisphaerae	Lentisphaeria	Victivallales	Victivallaceae	Victivallis	|100
OTU_999	OTU_999	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Oribacterium	|100
OTU_1000	OTU_1000	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	0319-6G20	unclassified	|100
OTU_1001	OTU_1001	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	|100
OTU_1002	OTU_1002	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	|95
OTU_1003	OTU_1003	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	|100
OTU_1004	OTU_1004	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megasphaera	|98
OTU_1005	OTU_1005	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Viridibacillus	|71
OTU_1006	OTU_1006	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Intestinimonas	|71
OTU_1008	OTU_1008	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	|96
OTU_1009	OTU_1009	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	|85
OTU_1010	OTU_1010	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Incertae_Sedis	|99
OTU_1017	OTU_1017	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	unclassified	unclassified	|94
OTU_1018	OTU_1018	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum	|99
OTU_1021	OTU_1021	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified	|100
OTU_1022	OTU_1022	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Arcanobacterium	|95
OTU_1023	OTU_1023	Bacteria	Firmicutes	Clostridia	Clostridiales	Defluviitaleaceae	Incertae_Sedis	|78
OTU_1024	OTU_1024	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	|99
OTU_1026	OTU_1026	Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Thermoplasmatales_Incertae_Sedis	Candidatus_Methanomethylophilus	|100
OTU_1027	OTU_1027	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	|100
OTU_1028	OTU_1028	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	|100
OTU_1029	OTU_1029	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Incertae_Sedis	|91
OTU_1033	OTU_1033	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Incertae_Sedis	|97
OTU_1034	OTU_1034	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	|100
OTU_1036	OTU_1036	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	|99
OTU_1037	OTU_1037	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Incertae_Sedis	|81
OTU_1038	OTU_1038	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Incertae_Sedis	|98
OTU_1039	OTU_1039	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium	|100
OTU_1040	OTU_1040	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	Incertae_Sedis	|95
OTU_1041	OTU_1041	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Incertae_Sedis	|96
OTU_1044	OTU_1044	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	|100
OTU_1045	OTU_1045	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	|100
OTU_1046	OTU_1046	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Proteiniclasticum	|95
OTU_1047	OTU_1047	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI	unclassified	|93
OTU_1048	OTU_1048	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	|100
OTU_1053	OTU_1053	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified	|86
OTU_1057	OTU_1057	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	|100
OTU_1059	OTU_1059	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	|98
OTU_1064	OTU_1064	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	|73
OTU_1066	OTU_1066	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	|71
OTU_1067	OTU_1067	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	|100
OTU_1070	OTU_1070	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	|100
OTU_1071	OTU_1071	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	|100
OTU_1072	OTU_1072	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	|100
OTU_1076	OTU_1076	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Incertae_Sedis	|99
OTU_1077	OTU_1077	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Incertae_Sedis	|100
OTU_1078	OTU_1078	Bacteria	Bacteroidetes	unclassified	unclassified	unclassified	unclassified	|93
OTU_1081	OTU_1081	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Incertae_Sedis	|96
OTU_1084	OTU_1084	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	|100
OTU_1086	OTU_1086	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	|94
OTU_1088	OTU_1088	Bacteria	Firmicutes	Clostridia	Clostridiales	Defluviitaleaceae	unclassified	|82
OTU_1089	OTU_1089	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Marvinbryantia	|83
OTU_1090	OTU_1090	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Marvinbryantia	|71
OTU_1094	OTU_1094	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	|79
OTU_1095	OTU_1095	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	|74
OTU_1096	OTU_1096	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	|99
OTU_1097	OTU_1097	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified	|71
OTU_1098	OTU_1098	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	|100
OTU_1102	OTU_1102	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	|74
OTU_1103	OTU_1103	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified	|100
OTU_1104	OTU_1104	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	|97
OTU_1105	OTU_1105	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	|100
OTU_1106	OTU_1106	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	|100
OTU_1108	OTU_1108	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified	|100
OTU_1109	OTU_1109	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	|100
OTU_1112	OTU_1112	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Xenophilus	|75
OTU_1113	OTU_1113	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	|100
OTU_1114	OTU_1114	Bacteria	Lentisphaerae	Lentisphaeria	Victivallales	Victivallaceae	Victivallis	|100
OTU_1115	OTU_1115	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pannonibacter	|86
OTU_1116	OTU_1116	Bacteria	Acidobacteria	Acidobacteria	Subgroup_3	Unknown_Family	Bryobacter	|99
OTU_1118	OTU_1118	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerofilum	|88
OTU_1119	OTU_1119	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	|100
OTU_1121	OTU_1121	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	|100
