Gene stable ID version	Gene stable ID	HGNC symbol	HGNC ID	Gene name	Gene description
ENSG00000010539.13	ENSG00000010539	ZNF200	HGNC:12993	ZNF200	zinc finger protein 200 
ENSG00000010610.11	ENSG00000010610	CD4	HGNC:1678	CD4	CD4 molecule 
ENSG00000010626.16	ENSG00000010626	LRRC23	HGNC:19138	LRRC23	leucine rich repeat containing 23 
ENSG00000010671.19	ENSG00000010671	BTK	HGNC:1133	BTK	Bruton tyrosine kinase 
ENSG00000010704.20	ENSG00000010704	HFE	HGNC:4886	HFE	homeostatic iron regulator 
ENSG00000010803.19	ENSG00000010803	SCMH1	HGNC:19003	SCMH1	Scm polycomb group protein homolog 1 
ENSG00000010810.19	ENSG00000010810	FYN	HGNC:4037	FYN	"FYN proto-oncogene, Src family tyrosine kinase "
ENSG00000010818.12	ENSG00000010818	HIVEP2	HGNC:4921	HIVEP2	HIVEP zinc finger 2 
ENSG00000010932.17	ENSG00000010932	FMO1	HGNC:3769	FMO1	flavin containing dimethylaniline monoxygenase 1 
ENSG00000011007.14	ENSG00000011007	ELOA	HGNC:11620	ELOA	elongin A 
ENSG00000011009.13	ENSG00000011009	LYPLA2	HGNC:6738	LYPLA2	lysophospholipase 2 
ENSG00000011021.24	ENSG00000011021	CLCN6	HGNC:2024	CLCN6	chloride voltage-gated channel 6 
ENSG00000011028.14	ENSG00000011028	MRC2	HGNC:16875	MRC2	mannose receptor C-type 2 
ENSG00000011052.21	ENSG00000011052	NME1-NME2	HGNC:33531	NME1-NME2	NME1-NME2 readthrough 
ENSG00000011105.15	ENSG00000011105	TSPAN9	HGNC:21640	TSPAN9	tetraspanin 9 
ENSG00000011114.16	ENSG00000011114	BTBD7	HGNC:18269	BTBD7	BTB domain containing 7 
ENSG00000011132.13	ENSG00000011132	APBA3	HGNC:580	APBA3	amyloid beta precursor protein binding family A member 3 
ENSG00000011143.20	ENSG00000011143	MKS1	HGNC:7121	MKS1	MKS transition zone complex subunit 1 
ENSG00000011198.11	ENSG00000011198	ABHD5	HGNC:21396	ABHD5	"abhydrolase domain containing 5, lysophosphatidic acid acyltransferase "
ENSG00000011201.13	ENSG00000011201	ANOS1	HGNC:6211	ANOS1	anosmin 1 
ENSG00000011243.20	ENSG00000011243	AKAP8L	HGNC:29857	AKAP8L	A-kinase anchoring protein 8 like 
ENSG00000011258.17	ENSG00000011258	MBTD1	HGNC:19866	MBTD1	mbt domain containing 1 
ENSG00000011260.15	ENSG00000011260	UTP18	HGNC:24274	UTP18	UTP18 small subunit processome component 
ENSG00000011275.19	ENSG00000011275	RNF216	HGNC:21698	RNF216	ring finger protein 216 
ENSG00000011295.17	ENSG00000011295	TTC19	HGNC:26006	TTC19	tetratricopeptide repeat domain 19 
ENSG00000011304.23	ENSG00000011304	PTBP1	HGNC:9583	PTBP1	polypyrimidine tract binding protein 1 
ENSG00000011332.23	ENSG00000011332	DPF1	HGNC:20225	DPF1	double PHD fingers 1 
ENSG00000011347.11	ENSG00000011347	SYT7	HGNC:11514	SYT7	synaptotagmin 7 
ENSG00000011376.13	ENSG00000011376	LARS2	HGNC:17095	LARS2	"leucyl-tRNA synthetase 2, mitochondrial "
ENSG00000011405.15	ENSG00000011405	PIK3C2A	HGNC:8971	PIK3C2A	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha 
ENSG00000011422.13	ENSG00000011422	PLAUR	HGNC:9053	PLAUR	"plasminogen activator, urokinase receptor "
ENSG00000011426.12	ENSG00000011426	ANLN	HGNC:14082	ANLN	"anillin, actin binding protein "
ENSG00000011451.22	ENSG00000011451	WIZ	HGNC:30917	WIZ	WIZ zinc finger 
ENSG00000011454.19	ENSG00000011454	RABGAP1	HGNC:17155	RABGAP1	RAB GTPase activating protein 1 
ENSG00000011465.19	ENSG00000011465	DCN	HGNC:2705	DCN	decorin 
ENSG00000011478.13	ENSG00000011478	QPCTL	HGNC:25952	QPCTL	glutaminyl-peptide cyclotransferase like 
ENSG00000011485.16	ENSG00000011485	PPP5C	HGNC:9322	PPP5C	protein phosphatase 5 catalytic subunit 
ENSG00000011523.16	ENSG00000011523	CEP68	HGNC:29076	CEP68	centrosomal protein 68 
ENSG00000011566.16	ENSG00000011566	MAP4K3	HGNC:6865	MAP4K3	mitogen-activated protein kinase kinase kinase kinase 3 
ENSG00000011590.15	ENSG00000011590	ZBTB32	HGNC:16763	ZBTB32	zinc finger and BTB domain containing 32 
ENSG00000011600.13	ENSG00000011600	TYROBP	HGNC:12449	TYROBP	transmembrane immune signaling adaptor TYROBP 
ENSG00000011638.12	ENSG00000011638	LDAF1	HGNC:30136	LDAF1	lipid droplet assembly factor 1 
ENSG00000012048.27	ENSG00000012048	BRCA1	HGNC:1100	BRCA1	BRCA1 DNA repair associated 
ENSG00000012061.18	ENSG00000012061	ERCC1	HGNC:3433	ERCC1	"ERCC excision repair 1, endonuclease non-catalytic subunit "
ENSG00000012124.18	ENSG00000012124	CD22	HGNC:1643	CD22	CD22 molecule 
ENSG00000012171.21	ENSG00000012171	SEMA3B	HGNC:10724	SEMA3B	semaphorin 3B 
ENSG00000012174.13	ENSG00000012174	MBTPS2	HGNC:15455	MBTPS2	"membrane bound transcription factor peptidase, site 2 "
ENSG00000012211.14	ENSG00000012211	PRICKLE3	HGNC:6645	PRICKLE3	prickle planar cell polarity protein 3 
ENSG00000012223.14	ENSG00000012223	LTF	HGNC:6720	LTF	lactotransferrin 
ENSG00000012232.11	ENSG00000012232	EXTL3	HGNC:3518	EXTL3	exostosin like glycosyltransferase 3 
ENSG00000012660.15	ENSG00000012660	ELOVL5	HGNC:21308	ELOVL5	ELOVL fatty acid elongase 5 
ENSG00000012779.13	ENSG00000012779	ALOX5	HGNC:435	ALOX5	arachidonate 5-lipoxygenase 
ENSG00000012822.17	ENSG00000012822	CALCOCO1	HGNC:29306	CALCOCO1	calcium binding and coiled-coil domain 1 
ENSG00000012963.16	ENSG00000012963	UBR7	HGNC:20344	UBR7	ubiquitin protein ligase E3 component n-recognin 7 
ENSG00000012983.13	ENSG00000012983	MAP4K5	HGNC:6867	MAP4K5	mitogen-activated protein kinase kinase kinase kinase 5 
ENSG00000013016.17	ENSG00000013016	EHD3	HGNC:3244	EHD3	EH domain containing 3 
ENSG00000013275.9	ENSG00000013275	PSMC4	HGNC:9551	PSMC4	"proteasome 26S subunit, ATPase 4 "
ENSG00000013288.10	ENSG00000013288	MAN2B2	HGNC:29623	MAN2B2	mannosidase alpha class 2B member 2 
ENSG00000013293.6	ENSG00000013293	SLC7A14	HGNC:29326	SLC7A14	solute carrier family 7 member 14 
ENSG00000013297.13	ENSG00000013297	CLDN11	HGNC:8514	CLDN11	claudin 11 
ENSG00000013306.17	ENSG00000013306	SLC25A39	HGNC:24279	SLC25A39	solute carrier family 25 member 39 
ENSG00000013364.20	ENSG00000013364	MVP	HGNC:7531	MVP	major vault protein 
ENSG00000013374.18	ENSG00000013374	NUB1	HGNC:17623	NUB1	negative regulator of ubiquitin like proteins 1 
ENSG00000013375.18	ENSG00000013375	PGM3	HGNC:8907	PGM3	phosphoglucomutase 3 
ENSG00000013392.9	ENSG00000013392	RWDD2A	HGNC:21385	RWDD2A	RWD domain containing 2A 
ENSG00000013441.18	ENSG00000013441	CLK1	HGNC:2068	CLK1	CDC like kinase 1 
ENSG00000013503.11	ENSG00000013503	POLR3B	HGNC:30348	POLR3B	RNA polymerase III subunit B 
ENSG00000013523.13	ENSG00000013523	ANGEL1	HGNC:19961	ANGEL1	angel homolog 1 
ENSG00000013561.19	ENSG00000013561	RNF14	HGNC:10058	RNF14	ring finger protein 14 
ENSG00000013563.15	ENSG00000013563	DNASE1L1	HGNC:2957	DNASE1L1	deoxyribonuclease 1 like 1 
ENSG00000013573.18	ENSG00000013573	DDX11	HGNC:2736	DDX11	DEAD/H-box helicase 11 
ENSG00000013583.11	ENSG00000013583	HEBP1	HGNC:17176	HEBP1	heme binding protein 1 
ENSG00000013588.11	ENSG00000013588	GPRC5A	HGNC:9836	GPRC5A	G protein-coupled receptor class C group 5 member A 
ENSG00000013619.16	ENSG00000013619	MAMLD1	HGNC:2568	MAMLD1	mastermind like domain containing 1 
ENSG00000013725.15	ENSG00000013725	CD6	HGNC:1691	CD6	CD6 molecule 
ENSG00000013810.22	ENSG00000013810	TACC3	HGNC:11524	TACC3	transforming acidic coiled-coil containing protein 3 
ENSG00000014123.11	ENSG00000014123	UFL1	HGNC:23039	UFL1	UFM1 specific ligase 1 
ENSG00000014138.11	ENSG00000014138	POLA2	HGNC:30073	POLA2	"DNA polymerase alpha 2, accessory subunit "
ENSG00000014164.8	ENSG00000014164	ZC3H3	HGNC:28972	ZC3H3	zinc finger CCCH-type containing 3 
ENSG00000014216.17	ENSG00000014216	CAPN1	HGNC:1476	CAPN1	calpain 1 
ENSG00000014257.17	ENSG00000014257	ACP3	HGNC:125	ACP3	acid phosphatase 3 
ENSG00000014641.22	ENSG00000014641	MDH1	HGNC:6970	MDH1	malate dehydrogenase 1 
ENSG00000014824.15	ENSG00000014824	SLC30A9	HGNC:1329	SLC30A9	solute carrier family 30 member 9 
ENSG00000014914.22	ENSG00000014914	MTMR11	HGNC:24307	MTMR11	myotubularin related protein 11 
ENSG00000014919.14	ENSG00000014919	COX15	HGNC:2263	COX15	cytochrome c oxidase assembly homolog COX15 
ENSG00000015133.20	ENSG00000015133	CCDC88C	HGNC:19967	CCDC88C	coiled-coil domain containing 88C 
ENSG00000015153.16	ENSG00000015153	YAF2	HGNC:17363	YAF2	YY1 associated factor 2 
ENSG00000015171.22	ENSG00000015171	ZMYND11	HGNC:16966	ZMYND11	zinc finger MYND-type containing 11 
ENSG00000015285.13	ENSG00000015285	WAS	HGNC:12731	WAS	WASP actin nucleation promoting factor 
ENSG00000015413.11	ENSG00000015413	DPEP1	HGNC:3002	DPEP1	dipeptidase 1 
ENSG00000015475.20	ENSG00000015475	BID	HGNC:1050	BID	BH3 interacting domain death agonist 
ENSG00000015479.21	ENSG00000015479	MATR3	HGNC:6912	MATR3	matrin 3 
ENSG00000015520.16	ENSG00000015520	NPC1L1	HGNC:7898	NPC1L1	NPC1 like intracellular cholesterol transporter 1 
ENSG00000015532.11	ENSG00000015532	XYLT2	HGNC:15517	XYLT2	xylosyltransferase 2 
ENSG00000015676.19	ENSG00000015676	NUDCD3	HGNC:22208	NUDCD3	NudC domain containing 3 
ENSG00000016391.12	ENSG00000016391	CHDH	HGNC:24288	CHDH	choline dehydrogenase 
ENSG00000016402.15	ENSG00000016402	IL20RA	HGNC:6003	IL20RA	interleukin 20 receptor subunit alpha 
ENSG00000016602.10	ENSG00000016602	CLCA4	HGNC:2018	CLCA4	chloride channel accessory 4 
ENSG00000016864.20	ENSG00000016864	GLT8D1	HGNC:24870	GLT8D1	glycosyltransferase 8 domain containing 1 
ENSG00000017260.21	ENSG00000017260	ATP2C1	HGNC:13211	ATP2C1	ATPase secretory pathway Ca2+ transporting 1 
ENSG00000017427.18	ENSG00000017427	IGF1	HGNC:5464	IGF1	insulin like growth factor 1 
ENSG00000017483.17	ENSG00000017483	SLC38A5	HGNC:18070	SLC38A5	solute carrier family 38 member 5 
ENSG00000017797.14	ENSG00000017797	RALBP1	HGNC:9841	RALBP1	ralA binding protein 1 
ENSG00000018189.14	ENSG00000018189	RUFY3	HGNC:30285	RUFY3	RUN and FYVE domain containing 3 
ENSG00000018236.16	ENSG00000018236	CNTN1	HGNC:2171	CNTN1	contactin 1 
ENSG00000018280.19	ENSG00000018280	SLC11A1	HGNC:10907	SLC11A1	solute carrier family 11 member 1 
ENSG00000018408.16	ENSG00000018408	WWTR1	HGNC:24042	WWTR1	WW domain containing transcription regulator 1 
ENSG00000018510.19	ENSG00000018510	AGPS	HGNC:327	AGPS	alkylglycerone phosphate synthase 
ENSG00000018610.16	ENSG00000018610	STEEP1	HGNC:26239	STEEP1	STING1 ER exit protein 1 
ENSG00000018625.16	ENSG00000018625	ATP1A2	HGNC:800	ATP1A2	ATPase Na+/K+ transporting subunit alpha 2 
ENSG00000018699.14	ENSG00000018699	TTC27	HGNC:25986	TTC27	tetratricopeptide repeat domain 27 
ENSG00000018869.19	ENSG00000018869	ZNF582	HGNC:26421	ZNF582	zinc finger protein 582 
ENSG00000019102.13	ENSG00000019102	VSIG2	HGNC:17149	VSIG2	V-set and immunoglobulin domain containing 2 
ENSG00000019144.21	ENSG00000019144	PHLDB1	HGNC:23697	PHLDB1	pleckstrin homology like domain family B member 1 
ENSG00000019169.12	ENSG00000019169	MARCO	HGNC:6895	MARCO	macrophage receptor with collagenous structure 
ENSG00000019186.11	ENSG00000019186	CYP24A1	HGNC:2602	CYP24A1	cytochrome P450 family 24 subfamily A member 1 
ENSG00000019485.15	ENSG00000019485	PRDM11	HGNC:13996	PRDM11	PR/SET domain 11 
ENSG00000019505.8	ENSG00000019505	SYT13	HGNC:14962	SYT13	synaptotagmin 13 
ENSG00000019549.13	ENSG00000019549	SNAI2	HGNC:11094	SNAI2	snail family transcriptional repressor 2 
ENSG00000019582.18	ENSG00000019582	CD74	HGNC:1697	CD74	CD74 molecule 
ENSG00000019991.18	ENSG00000019991	HGF	HGNC:4893	HGF	hepatocyte growth factor 
ENSG00000019995.6	ENSG00000019995	ZRANB1	HGNC:18224	ZRANB1	zinc finger RANBP2-type containing 1 
ENSG00000020129.17	ENSG00000020129	NCDN	HGNC:17597	NCDN	neurochondrin 
ENSG00000020181.19	ENSG00000020181	ADGRA2	HGNC:17849	ADGRA2	adhesion G protein-coupled receptor A2 
ENSG00000020256.21	ENSG00000020256	ZFP64	HGNC:15940	ZFP64	ZFP64 zinc finger protein 
ENSG00000020426.12	ENSG00000020426	MNAT1	HGNC:7181	MNAT1	MNAT1 component of CDK activating kinase 
ENSG00000020577.15	ENSG00000020577	SAMD4A	HGNC:23023	SAMD4A	sterile alpha motif domain containing 4A 
ENSG00000020633.19	ENSG00000020633	RUNX3	HGNC:10473	RUNX3	RUNX family transcription factor 3 
ENSG00000020922.14	ENSG00000020922	MRE11	HGNC:7230	MRE11	"MRE11 homolog, double strand break repair nuclease "
ENSG00000021300.14	ENSG00000021300	PLEKHB1	HGNC:19079	PLEKHB1	pleckstrin homology domain containing B1 
ENSG00000021355.14	ENSG00000021355	SERPINB1	HGNC:3311	SERPINB1	serpin family B member 1 
ENSG00000021488.14	ENSG00000021488	SLC7A9	HGNC:11067	SLC7A9	solute carrier family 7 member 9 
ENSG00000021574.16	ENSG00000021574	SPAST	HGNC:11233	SPAST	spastin 
ENSG00000021645.20	ENSG00000021645	NRXN3	HGNC:8010	NRXN3	neurexin 3 
ENSG00000021762.21	ENSG00000021762	OSBPL5	HGNC:16392	OSBPL5	oxysterol binding protein like 5 
ENSG00000021776.12	ENSG00000021776	AQR	HGNC:29513	AQR	aquarius intron-binding spliceosomal factor 
ENSG00000021826.19	ENSG00000021826	CPS1	HGNC:2323	CPS1	carbamoyl-phosphate synthase 1 
ENSG00000022267.20	ENSG00000022267	FHL1	HGNC:3702	FHL1	four and a half LIM domains 1 
ENSG00000022277.14	ENSG00000022277	RTF2	HGNC:15890	RTF2	replication termination factor 2 
ENSG00000022556.17	ENSG00000022556	NLRP2	HGNC:22948	NLRP2	NLR family pyrin domain containing 2 
ENSG00000022567.11	ENSG00000022567	SLC45A4	HGNC:29196	SLC45A4	solute carrier family 45 member 4 
ENSG00000022840.17	ENSG00000022840	RNF10	HGNC:10055	RNF10	ring finger protein 10 
ENSG00000022976.17	ENSG00000022976	ZNF839	HGNC:20345	ZNF839	zinc finger protein 839 
ENSG00000023041.13	ENSG00000023041	ZDHHC6	HGNC:19160	ZDHHC6	zinc finger DHHC-type palmitoyltransferase 6 
ENSG00000023171.21	ENSG00000023171	GRAMD1B	HGNC:29214	GRAMD1B	GRAM domain containing 1B 
ENSG00000023191.18	ENSG00000023191	RNH1	HGNC:10074	RNH1	ribonuclease/angiogenin inhibitor 1 
ENSG00000023228.16	ENSG00000023228	NDUFS1	HGNC:7707	NDUFS1	NADH:ubiquinone oxidoreductase core subunit S1 
ENSG00000023287.14	ENSG00000023287	RB1CC1	HGNC:15574	RB1CC1	RB1 inducible coiled-coil 1 
ENSG00000023318.10	ENSG00000023318	ERP44	HGNC:18311	ERP44	endoplasmic reticulum protein 44 
ENSG00000023330.16	ENSG00000023330	ALAS1	HGNC:396	ALAS1	5'-aminolevulinate synthase 1 
ENSG00000023445.18	ENSG00000023445	BIRC3	HGNC:591	BIRC3	baculoviral IAP repeat containing 3 
ENSG00000023516.10	ENSG00000023516	AKAP11	HGNC:369	AKAP11	A-kinase anchoring protein 11 
ENSG00000023572.10	ENSG00000023572	GLRX2	HGNC:16065	GLRX2	glutaredoxin 2 
ENSG00000023608.6	ENSG00000023608	SNAPC1	HGNC:11134	SNAPC1	small nuclear RNA activating complex polypeptide 1 
ENSG00000023697.14	ENSG00000023697	DERA	HGNC:24269	DERA	deoxyribose-phosphate aldolase 
ENSG00000023734.12	ENSG00000023734	STRAP	HGNC:30796	STRAP	serine/threonine kinase receptor associated protein 
ENSG00000023839.12	ENSG00000023839	ABCC2	HGNC:53	ABCC2	ATP binding cassette subfamily C member 2 
ENSG00000023892.13	ENSG00000023892	DEF6	HGNC:2760	DEF6	DEF6 guanine nucleotide exchange factor 
ENSG00000023902.14	ENSG00000023902	PLEKHO1	HGNC:24310	PLEKHO1	pleckstrin homology domain containing O1 
ENSG00000023909.11	ENSG00000023909	GCLM	HGNC:4312	GCLM	glutamate-cysteine ligase modifier subunit 
ENSG00000024048.12	ENSG00000024048	UBR2	HGNC:21289	UBR2	ubiquitin protein ligase E3 component n-recognin 2 
ENSG00000024422.13	ENSG00000024422	EHD2	HGNC:3243	EHD2	EH domain containing 2 
ENSG00000024526.18	ENSG00000024526	DEPDC1	HGNC:22949	DEPDC1	DEP domain containing 1 
ENSG00000024862.19	ENSG00000024862	CCDC28A	HGNC:21098	CCDC28A	coiled-coil domain containing 28A 
ENSG00000025039.16	ENSG00000025039	RRAGD	HGNC:19903	RRAGD	Ras related GTP binding D 
ENSG00000025156.14	ENSG00000025156	HSF2	HGNC:5225	HSF2	heat shock transcription factor 2 
ENSG00000025293.18	ENSG00000025293	PHF20	HGNC:16098	PHF20	PHD finger protein 20 
ENSG00000025423.12	ENSG00000025423	HSD17B6	HGNC:23316	HSD17B6	hydroxysteroid 17-beta dehydrogenase 6 
ENSG00000025434.20	ENSG00000025434	NR1H3	HGNC:7966	NR1H3	nuclear receptor subfamily 1 group H member 3 
ENSG00000025708.15	ENSG00000025708	TYMP	HGNC:3148	TYMP	thymidine phosphorylase 
ENSG00000025770.20	ENSG00000025770	NCAPH2	HGNC:25071	NCAPH2	non-SMC condensin II complex subunit H2 
ENSG00000025772.9	ENSG00000025772	TOMM34	HGNC:15746	TOMM34	translocase of outer mitochondrial membrane 34 
ENSG00000025796.15	ENSG00000025796	SEC63	HGNC:21082	SEC63	"SEC63 homolog, protein translocation regulator "
ENSG00000025800.14	ENSG00000025800	KPNA6	HGNC:6399	KPNA6	karyopherin subunit alpha 6 
ENSG00000026025.17	ENSG00000026025	VIM	HGNC:12692	VIM	vimentin 
ENSG00000026036.23	ENSG00000026036	RTEL1-TNFRSF6B	HGNC:44095	RTEL1-TNFRSF6B	RTEL1-TNFRSF6B readthrough (NMD candidate) 
ENSG00000026103.25	ENSG00000026103	FAS	HGNC:11920	FAS	Fas cell surface death receptor 
ENSG00000026297.18	ENSG00000026297	RNASET2	HGNC:21686	RNASET2	ribonuclease T2 
ENSG00000026508.22	ENSG00000026508	CD44	HGNC:1681	CD44	CD44 molecule (IN blood group) 
ENSG00000026559.15	ENSG00000026559	KCNG1	HGNC:6248	KCNG1	potassium voltage-gated channel modifier subfamily G member 1 
ENSG00000026652.16	ENSG00000026652	AGPAT4	HGNC:20885	AGPAT4	1-acylglycerol-3-phosphate O-acyltransferase 4 
ENSG00000026751.18	ENSG00000026751	SLAMF7	HGNC:21394	SLAMF7	SLAM family member 7 
ENSG00000026950.19	ENSG00000026950	BTN3A1	HGNC:1138	BTN3A1	butyrophilin subfamily 3 member A1 
ENSG00000027001.11	ENSG00000027001	MIPEP	HGNC:7104	MIPEP	mitochondrial intermediate peptidase 
ENSG00000027075.18	ENSG00000027075	PRKCH	HGNC:9403	PRKCH	protein kinase C eta 
ENSG00000027644.5	ENSG00000027644	INSRR	HGNC:6093	INSRR	insulin receptor related receptor 
ENSG00000027697.17	ENSG00000027697	IFNGR1	HGNC:5439	IFNGR1	interferon gamma receptor 1 
ENSG00000027847.15	ENSG00000027847	B4GALT7	HGNC:930	B4GALT7	"beta-1,4-galactosyltransferase 7 "
ENSG00000027869.14	ENSG00000027869	SH2D2A	HGNC:10821	SH2D2A	SH2 domain containing 2A 
ENSG00000028116.19	ENSG00000028116	VRK2	HGNC:12719	VRK2	VRK serine/threonine kinase 2 
ENSG00000028137.20	ENSG00000028137	TNFRSF1B	HGNC:11917	TNFRSF1B	TNF receptor superfamily member 1B 
ENSG00000028203.20	ENSG00000028203	VEZT	HGNC:18258	VEZT	"vezatin, adherens junctions transmembrane protein "
ENSG00000028277.23	ENSG00000028277	POU2F2	HGNC:9213	POU2F2	POU class 2 homeobox 2 
ENSG00000028310.19	ENSG00000028310	BRD9	HGNC:25818	BRD9	bromodomain containing 9 
ENSG00000028528.16	ENSG00000028528	SNX1	HGNC:11172	SNX1	sorting nexin 1 
ENSG00000028839.10	ENSG00000028839	TBPL1	HGNC:11589	TBPL1	TATA-box binding protein like 1 
ENSG00000029153.16	ENSG00000029153	BMAL2	HGNC:18984	BMAL2	basic helix-loop-helix ARNT like 2 
ENSG00000029363.18	ENSG00000029363	BCLAF1	HGNC:16863	BCLAF1	BCL2 associated transcription factor 1 
ENSG00000029364.13	ENSG00000029364	SLC39A9	HGNC:20182	SLC39A9	solute carrier family 39 member 9 
ENSG00000029534.22	ENSG00000029534	ANK1	HGNC:492	ANK1	ankyrin 1 
ENSG00000029559.8	ENSG00000029559	IBSP	HGNC:5341	IBSP	integrin binding sialoprotein 
ENSG00000029639.12	ENSG00000029639	TFB1M	HGNC:17037	TFB1M	"transcription factor B1, mitochondrial "
ENSG00000029725.18	ENSG00000029725	RABEP1	HGNC:17677	RABEP1	"rabaptin, RAB GTPase binding effector protein 1 "
ENSG00000029993.16	ENSG00000029993	HMGB3	HGNC:5004	HMGB3	high mobility group box 3 
ENSG00000030066.15	ENSG00000030066	NUP160	HGNC:18017	NUP160	nucleoporin 160 
ENSG00000030110.15	ENSG00000030110	BAK1	HGNC:949	BAK1	BCL2 antagonist/killer 1 
ENSG00000030419.18	ENSG00000030419	IKZF2	HGNC:13177	IKZF2	IKAROS family zinc finger 2 
ENSG00000030582.20	ENSG00000030582	GRN	HGNC:4601	GRN	granulin precursor 
ENSG00000031003.12	ENSG00000031003	FAM13B	HGNC:1335	FAM13B	family with sequence similarity 13 member B 
ENSG00000031081.12	ENSG00000031081	ARHGAP31	HGNC:29216	ARHGAP31	Rho GTPase activating protein 31 
ENSG00000031691.8	ENSG00000031691	CENPQ	HGNC:21347	CENPQ	centromere protein Q 
ENSG00000031698.14	ENSG00000031698	SARS1	HGNC:10537	SARS1	seryl-tRNA synthetase 1 
ENSG00000031823.15	ENSG00000031823	RANBP3	HGNC:9850	RANBP3	RAN binding protein 3 
ENSG00000032219.20	ENSG00000032219	ARID4A	HGNC:9885	ARID4A	AT-rich interaction domain 4A 
ENSG00000032389.14	ENSG00000032389	EIPR1	HGNC:12383	EIPR1	EARP complex and GARP complex interacting protein 1 
ENSG00000032444.17	ENSG00000032444	PNPLA6	HGNC:16268	PNPLA6	"patatin like domain 6, lysophospholipase  "
ENSG00000032742.19	ENSG00000032742	IFT88	HGNC:20606	IFT88	intraflagellar transport 88 
ENSG00000033011.15	ENSG00000033011	ALG1	HGNC:18294	ALG1	ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase 
ENSG00000033030.17	ENSG00000033030	ZCCHC8	HGNC:25265	ZCCHC8	zinc finger CCHC-type containing 8 
ENSG00000033050.10	ENSG00000033050	ABCF2	HGNC:71	ABCF2	ATP binding cassette subfamily F member 2 
ENSG00000033100.17	ENSG00000033100	CHPF2	HGNC:29270	CHPF2	chondroitin polymerizing factor 2 
ENSG00000033122.22	ENSG00000033122	LRRC7	HGNC:18531	LRRC7	leucine rich repeat containing 7 
ENSG00000033170.18	ENSG00000033170	FUT8	HGNC:4019	FUT8	fucosyltransferase 8 
ENSG00000033178.14	ENSG00000033178	UBA6	HGNC:25581	UBA6	ubiquitin like modifier activating enzyme 6 
ENSG00000033327.13	ENSG00000033327	GAB2	HGNC:14458	GAB2	GRB2 associated binding protein 2 
ENSG00000033627.19	ENSG00000033627	ATP6V0A1	HGNC:865	ATP6V0A1	ATPase H+ transporting V0 subunit a1 
ENSG00000033800.15	ENSG00000033800	PIAS1	HGNC:2752	PIAS1	protein inhibitor of activated STAT 1 
ENSG00000033867.19	ENSG00000033867	SLC4A7	HGNC:11033	SLC4A7	solute carrier family 4 member 7 
ENSG00000034053.16	ENSG00000034053	APBA2	HGNC:579	APBA2	amyloid beta precursor protein binding family A member 2 
ENSG00000034152.21	ENSG00000034152	MAP2K3	HGNC:6843	MAP2K3	mitogen-activated protein kinase kinase 3 
ENSG00000034239.12	ENSG00000034239	CLXN	HGNC:25678	CLXN	calaxin 
ENSG00000034510.7	ENSG00000034510	TMSB10	HGNC:11879	TMSB10	thymosin beta 10 
ENSG00000034533.13	ENSG00000034533	ASTE1	HGNC:25021	ASTE1	asteroid homolog 1 
ENSG00000034677.14	ENSG00000034677	RNF19A	HGNC:13432	RNF19A	"ring finger protein 19A, RBR E3 ubiquitin protein ligase "
ENSG00000034693.16	ENSG00000034693	PEX3	HGNC:8858	PEX3	peroxisomal biogenesis factor 3 
ENSG00000034713.8	ENSG00000034713	GABARAPL2	HGNC:13291	GABARAPL2	GABA type A receptor associated protein like 2 
ENSG00000034971.18	ENSG00000034971	MYOC	HGNC:7610	MYOC	myocilin 
ENSG00000035115.23	ENSG00000035115	SH3YL1	HGNC:29546	SH3YL1	SH3 and SYLF domain containing 1 
ENSG00000035141.11	ENSG00000035141	FAM136A	HGNC:25911	FAM136A	family with sequence similarity 136 member A 
