ko.id	ko.desc	ko.sym	ko.ec	path.id	path.desc	path.type	b.id	b.desc	a.id	a.desc
K00169	pyruvate ferredoxin oxidoreductase alpha subunit	porA	1.2.7.1	map00620	Pyruvate metabolism	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00170	pyruvate ferredoxin oxidoreductase beta subunit	porB	1.2.7.1	map00620	Pyruvate metabolism	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00171	pyruvate ferredoxin oxidoreductase delta subunit	porD	1.2.7.1	map00620	Pyruvate metabolism	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00172	pyruvate ferredoxin oxidoreductase gamma subunit	porC, porG	1.2.7.1	map00620	Pyruvate metabolism	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00174	2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha	korA, oorA, oforA	1.2.7.3 | 1.2.7.11	map00020	Citrate cycle (TCA cycle)	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00175	2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta	korB, oorB, oforB	1.2.7.3 | 1.2.7.11	map00020	Citrate cycle (TCA cycle)	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00176	2-oxoglutarate ferredoxin oxidoreductase subunit delta	korD, oorD	1.2.7.3	map00020	Citrate cycle (TCA cycle)	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00177	2-oxoglutarate ferredoxin oxidoreductase subunit gamma	korC, oorC	1.2.7.3	map00020	Citrate cycle (TCA cycle)	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00179	indolepyruvate ferredoxin oxidoreductase, alpha subunit	iorA	1.2.7.8	99980	Enzymes with EC numbers	notIncPathBrite	9191	Unclassified: metabolism	9190	Not Included in Pathway or Brite
K00180	indolepyruvate ferredoxin oxidoreductase, beta subunit	iorB	1.2.7.8	99980	Enzymes with EC numbers	notIncPathBrite	9191	Unclassified: metabolism	9190	Not Included in Pathway or Brite
K00181	O-palmitoleoyl transferase	PORCN	2.3.1.250	map04310	Wnt signaling pathway	KEGG_pathway	9132	Signal transduction	9130	Environmental Information Processing
K00182	wingless-type MMTV integration site family, member 2	WNT2		map04310	Wnt signaling pathway	KEGG_pathway	9132	Signal transduction	9130	Environmental Information Processing
K00184	dimethyl sulfoxide reductase iron-sulfur subunit	dmsB		map00920	Sulfur metabolism	KEGG_pathway	9102	Energy metabolism	9100	Metabolism
K00185	dimethyl sulfoxide reductase membrane subunit	dmsC		map00920	Sulfur metabolism	KEGG_pathway	9102	Energy metabolism	9100	Metabolism
K00186	2-oxoisovalerate ferredoxin oxidoreductase alpha subunit	vorA	1.2.7.7	map00280	Valine, leucine and isoleucine degradation	KEGG_pathway	9105	Amino acid metabolism	9100	Metabolism
K00187	2-oxoisovalerate ferredoxin oxidoreductase beta subunit	vorB	1.2.7.7	map00280	Valine, leucine and isoleucine degradation	KEGG_pathway	9105	Amino acid metabolism	9100	Metabolism
K00188	2-oxoisovalerate ferredoxin oxidoreductase delta subunit	vorD	1.2.7.7	map00280	Valine, leucine and isoleucine degradation	KEGG_pathway	9105	Amino acid metabolism	9100	Metabolism
K00189	2-oxoisovalerate/pyruvate ferredoxin oxidoreductase gamma subunit	vorG, porG	1.2.7.7 | 1.2.7.1	map00020	Citrate cycle (TCA cycle)	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00192	anaerobic carbon-monoxide dehydrogenase, CODH/ACS complex subunit alpha	cdhA	1.2.7.4	map00680	Methane metabolism	KEGG_pathway	9102	Energy metabolism	9100	Metabolism
K00193	acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit beta	cdhC	2.3.1.169	map00680	Methane metabolism	KEGG_pathway	9102	Energy metabolism	9100	Metabolism
K00194	acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit delta	cdhD, acsD	2.1.1.245	map00680	Methane metabolism	KEGG_pathway	9102	Energy metabolism	9100	Metabolism
K00195	anaerobic carbon-monoxide dehydrogenase, CODH/ACS complex subunit epsilon	cdhB		map00680	Methane metabolism	KEGG_pathway	9102	Energy metabolism	9100	Metabolism
K00196	anaerobic carbon-monoxide dehydrogenase iron sulfur subunit	cooF		map00680	Methane metabolism	KEGG_pathway	9102	Energy metabolism	9100	Metabolism
K00197	acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit gamma	cdhE, acsC	2.1.1.245	map00680	Methane metabolism	KEGG_pathway	9102	Energy metabolism	9100	Metabolism
K00198	anaerobic carbon-monoxide dehydrogenase catalytic subunit	cooS, acsA	1.2.7.4	map00680	Methane metabolism	KEGG_pathway	9102	Energy metabolism	9100	Metabolism
K00200	formylmethanofuran dehydrogenase subunit A	fwdA, fmdA	1.2.7.12	map00680	Methane metabolism	KEGG_pathway	9102	Energy metabolism	9100	Metabolism
K00201	formylmethanofuran dehydrogenase subunit B	fwdB, fmdB	1.2.7.12	map00680	Methane metabolism	KEGG_pathway	9102	Energy metabolism	9100	Metabolism
K00202	formylmethanofuran dehydrogenase subunit C	fwdC, fmdC	1.2.7.12	map00680	Methane metabolism	KEGG_pathway	9102	Energy metabolism	9100	Metabolism
K00203	formylmethanofuran dehydrogenase subunit D	fwdD, fmdD	1.2.7.12	map00680	Methane metabolism	KEGG_pathway	9102	Energy metabolism	9100	Metabolism
K00204	4Fe-4S ferredoxin	fwdH		map00680	Methane metabolism	KEGG_pathway	9102	Energy metabolism	9100	Metabolism
K00205	4Fe-4S ferredoxin	fwdF, fmdF		map00680	Methane metabolism	KEGG_pathway	9102	Energy metabolism	9100	Metabolism
K00206	phosphonoacetaldehyde dehydrogenase	phnY	1.2.1.-	map00440	Phosphonate and phosphinate metabolism	KEGG_pathway	9106	Metabolism of other amino acids	9100	Metabolism
K00207	dihydropyrimidine dehydrogenase (NADP+)	DPYD	1.3.1.2	map00240	Pyrimidine metabolism	KEGG_pathway	9104	Nucleotide metabolism	9100	Metabolism
K00208	enoyl-[acyl-carrier protein] reductase I	fabI	1.3.1.9 | 1.3.1.10	map00061	Fatty acid biosynthesis	KEGG_pathway	9103	Lipid metabolism	9100	Metabolism
K00209	enoyl-[acyl-carrier protein] reductase / trans-2-enoyl-CoA reductase (NAD+)	fabV, ter	1.3.1.9 | 1.3.1.44	map00061	Fatty acid biosynthesis	KEGG_pathway	9103	Lipid metabolism	9100	Metabolism
K00211	prephenate dehydrogenase (NADP+)	TYR1	1.3.1.13	map00400	Phenylalanine, tyrosine and tryptophan biosynthesis	KEGG_pathway	9105	Amino acid metabolism	9100	Metabolism
K00212	20alpha/3alpha-hydroxysteroid dehydrogenase / dihydrodiol dehydrogenase	AKR1C1	1.1.1.149 | 1.1.1.357 | 1.3.1.20	map00140	Steroid hormone biosynthesis	KEGG_pathway	9103	Lipid metabolism	9100	Metabolism
K00213	7-dehydrocholesterol reductase	DHCR7	1.3.1.21	map00100	Steroid biosynthesis	KEGG_pathway	9103	Lipid metabolism	9100	Metabolism
K00214	biliverdin reductase	BLVRA, bvdR	1.3.1.24	map00860	Porphyrin metabolism	KEGG_pathway	9108	Metabolism of cofactors and vitamins	9100	Metabolism
K00215	4-hydroxy-tetrahydrodipicolinate reductase	dapB	1.17.1.8	map00300	Lysine biosynthesis	KEGG_pathway	9105	Amino acid metabolism	9100	Metabolism
K00216	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase	entA	1.3.1.28	map01053	Biosynthesis of siderophore group nonribosomal peptides	KEGG_pathway	9109	Metabolism of terpenoids and polyketides	9100	Metabolism
K00217	maleylacetate reductase	E1.3.1.32	1.3.1.32	map00362	Benzoate degradation	KEGG_pathway	9111	Xenobiotics biodegradation and metabolism	9100	Metabolism
K00218	protochlorophyllide reductase	por	1.3.1.33	map00860	Porphyrin metabolism	KEGG_pathway	9108	Metabolism of cofactors and vitamins	9100	Metabolism
K00219	2,4-dienoyl-CoA reductase (NADPH2)	fadH	1.3.1.34	99980	Enzymes with EC numbers	notIncPathBrite	9191	Unclassified: metabolism	9190	Not Included in Pathway or Brite
K00220	cyclohexadieny/prephenate dehydrogenase	tyrC	1.3.1.43 | 1.3.1.12	map00400	Phenylalanine, tyrosine and tryptophan biosynthesis	KEGG_pathway	9105	Amino acid metabolism	9100	Metabolism
K00221	alkylmercury lyase	E4.99.1.2	4.99.1.2	99980	Enzymes with EC numbers	notIncPathBrite	9191	Unclassified: metabolism	9190	Not Included in Pathway or Brite
K00222	Delta14-sterol reductase	TM7SF2, ERG24	1.3.1.70	map00100	Steroid biosynthesis	KEGG_pathway	9103	Lipid metabolism	9100	Metabolism
K00223	Delta24(24(1))-sterol reductase	ERG4	1.3.1.71	map00100	Steroid biosynthesis	KEGG_pathway	9103	Lipid metabolism	9100	Metabolism
K00224	chloroplastic oxoene reductase	CEQORH	1.3.1.-	map00592	alpha-Linolenic acid metabolism	KEGG_pathway	9103	Lipid metabolism	9100	Metabolism
K00225	L-galactono-1,4-lactone dehydrogenase	GLDH	1.3.2.3	map00053	Ascorbate and aldarate metabolism	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00226	dihydroorotate dehydrogenase (fumarate)	pyrD	1.3.98.1	map00240	Pyrimidine metabolism	KEGG_pathway	9104	Nucleotide metabolism	9100	Metabolism
K00227	Delta7-sterol 5-desaturase	SC5DL, ERG3	1.14.19.20	map00100	Steroid biosynthesis	KEGG_pathway	9103	Lipid metabolism	9100	Metabolism
K00228	coproporphyrinogen III oxidase	CPOX, hemF	1.3.3.3	map00860	Porphyrin metabolism	KEGG_pathway	9108	Metabolism of cofactors and vitamins	9100	Metabolism
K00230	menaquinone-dependent protoporphyrinogen oxidase	hemG	1.3.5.3	map00860	Porphyrin metabolism	KEGG_pathway	9108	Metabolism of cofactors and vitamins	9100	Metabolism
K00231	protoporphyrinogen/coproporphyrinogen III oxidase	PPOX, hemY	1.3.3.4 | 1.3.3.15	map00860	Porphyrin metabolism	KEGG_pathway	9108	Metabolism of cofactors and vitamins	9100	Metabolism
K00232	acyl-CoA oxidase	E1.3.3.6, ACOX1, ACOX3	1.3.3.6	map00071	Fatty acid degradation	KEGG_pathway	9103	Lipid metabolism	9100	Metabolism
K00233	succinate dehydrogenase flavoprotein subunit	frdA, fdrA	1.3.5.1 | 7.1.1.12	map00020	Citrate cycle (TCA cycle)	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00234	succinate dehydrogenase (ubiquinone) flavoprotein subunit	SDHA, SDH1	1.3.5.1	map00020	Citrate cycle (TCA cycle)	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00235	succinate dehydrogenase (ubiquinone) iron-sulfur subunit	SDHB, SDH2	1.3.5.1	map00020	Citrate cycle (TCA cycle)	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00236	succinate dehydrogenase (ubiquinone) cytochrome b560 subunit	SDHC, SDH3		map00020	Citrate cycle (TCA cycle)	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00237	succinate dehydrogenase (ubiquinone) membrane anchor subunit	SDHD, SDH4		map00020	Citrate cycle (TCA cycle)	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00239	succinate dehydrogenase flavoprotein subunit	sdhA, frdA	1.3.5.1	map00020	Citrate cycle (TCA cycle)	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00240	succinate dehydrogenase iron-sulfur subunit	sdhB, frdB	1.3.5.1	map00020	Citrate cycle (TCA cycle)	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00241	succinate dehydrogenase cytochrome b subunit	sdhC, frdC		map00020	Citrate cycle (TCA cycle)	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00242	succinate dehydrogenase membrane anchor subunit	sdhD, frdD		map00020	Citrate cycle (TCA cycle)	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00243	uncharacterized protein	K00243		99997	Function unknown	notIncPathBrite	9194	Poorly characterized	9190	Not Included in Pathway or Brite
K00244	succinate dehydrogenase flavoprotein subunit	frdA	1.3.5.1	map00020	Citrate cycle (TCA cycle)	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00245	succinate dehydrogenase iron-sulfur subunit	frdB	1.3.5.1	map00020	Citrate cycle (TCA cycle)	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00246	succinate dehydrogenase subunit C	frdC		map00020	Citrate cycle (TCA cycle)	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00247	succinate dehydrogenase subunit D	frdD		map00020	Citrate cycle (TCA cycle)	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00248	butyryl-CoA dehydrogenase	ACADS, bcd	1.3.8.1	map00650	Butanoate metabolism	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00249	acyl-CoA dehydrogenase	ACADM, acd	1.3.8.7	map00071	Fatty acid degradation	KEGG_pathway	9103	Lipid metabolism	9100	Metabolism
K00251	3-oxo-5-beta-steroid 4-dehydrogenase	AKR1D1	1.3.1.3	map00140	Steroid hormone biosynthesis	KEGG_pathway	9103	Lipid metabolism	9100	Metabolism
K00252	glutaryl-CoA dehydrogenase	GCDH, gcdH	1.3.8.6	map00310	Lysine degradation	KEGG_pathway	9105	Amino acid metabolism	9100	Metabolism
K00253	isovaleryl-CoA dehydrogenase	IVD, ivd	1.3.8.4	map00280	Valine, leucine and isoleucine degradation	KEGG_pathway	9105	Amino acid metabolism	9100	Metabolism
K00254	dihydroorotate dehydrogenase	DHODH, pyrD	1.3.5.2	map00240	Pyrimidine metabolism	KEGG_pathway	9104	Nucleotide metabolism	9100	Metabolism
K00255	long-chain-acyl-CoA dehydrogenase	ACADL	1.3.8.8	map00071	Fatty acid degradation	KEGG_pathway	9103	Lipid metabolism	9100	Metabolism
K00257	acyl-ACP dehydrogenase	mbtN, fadE14	1.3.99.-	99980	Enzymes with EC numbers	notIncPathBrite	9191	Unclassified: metabolism	9190	Not Included in Pathway or Brite
K00258	swainsonine biosynthesis oxidoreductase SwnR	SWNR	1.3.1.-	99980	Enzymes with EC numbers	notIncPathBrite	9191	Unclassified: metabolism	9190	Not Included in Pathway or Brite
K00259	alanine dehydrogenase	ald	1.4.1.1	map00250	Alanine, aspartate and glutamate metabolism	KEGG_pathway	9105	Amino acid metabolism	9100	Metabolism
K00260	glutamate dehydrogenase	gudB, rocG	1.4.1.2	map00250	Alanine, aspartate and glutamate metabolism	KEGG_pathway	9105	Amino acid metabolism	9100	Metabolism
K00261	glutamate dehydrogenase (NAD(P)+)	GLUD1_2, gdhA	1.4.1.3	map00250	Alanine, aspartate and glutamate metabolism	KEGG_pathway	9105	Amino acid metabolism	9100	Metabolism
K00262	glutamate dehydrogenase (NADP+)	E1.4.1.4, gdhA	1.4.1.4	map00250	Alanine, aspartate and glutamate metabolism	KEGG_pathway	9105	Amino acid metabolism	9100	Metabolism
K00263	leucine dehydrogenase	E1.4.1.9	1.4.1.9	map00280	Valine, leucine and isoleucine degradation	KEGG_pathway	9105	Amino acid metabolism	9100	Metabolism
K00264	glutamate synthase (NADH)	GLT1	1.4.1.14	map00250	Alanine, aspartate and glutamate metabolism	KEGG_pathway	9105	Amino acid metabolism	9100	Metabolism
K00265	glutamate synthase (NADPH) large chain	gltB	1.4.1.13	map00250	Alanine, aspartate and glutamate metabolism	KEGG_pathway	9105	Amino acid metabolism	9100	Metabolism
K00266	glutamate synthase (NADPH) small chain	gltD	1.4.1.13	map00250	Alanine, aspartate and glutamate metabolism	KEGG_pathway	9105	Amino acid metabolism	9100	Metabolism
K00270	phenylalanine dehydrogenase	pdh	1.4.1.20	map00400	Phenylalanine, tyrosine and tryptophan biosynthesis	KEGG_pathway	9105	Amino acid metabolism	9100	Metabolism
K00271	valine dehydrogenase (NAD+)	vdh	1.4.1.23	map00280	Valine, leucine and isoleucine degradation	KEGG_pathway	9105	Amino acid metabolism	9100	Metabolism
K00272	D-aspartate oxidase	DDO	1.4.3.1	map00250	Alanine, aspartate and glutamate metabolism	KEGG_pathway	9105	Amino acid metabolism	9100	Metabolism
K00273	D-amino-acid oxidase	DAO, aao	1.4.3.3	map00470	D-Amino acid metabolism	KEGG_pathway	9106	Metabolism of other amino acids	9100	Metabolism
K00274	monoamine oxidase	MAO, aofH	1.4.3.4	map04726	Serotonergic synapse	KEGG_pathway	9156	Nervous system	9150	Organismal Systems
K00275	pyridoxamine 5'-phosphate oxidase	pdxH, PNPO	1.4.3.5	map00750	Vitamin B6 metabolism	KEGG_pathway	9108	Metabolism of cofactors and vitamins	9100	Metabolism
K00276	primary-amine oxidase	AOC3, AOC2, tynA	1.4.3.21	map00260	Glycine, serine and threonine metabolism	KEGG_pathway	9105	Amino acid metabolism	9100	Metabolism
K00277	protein-lysine 6-oxidase	LOX	1.4.3.13	99980	Enzymes with EC numbers	notIncPathBrite	9191	Unclassified: metabolism	9190	Not Included in Pathway or Brite
K00278	L-aspartate oxidase	nadB	1.4.3.16	map00250	Alanine, aspartate and glutamate metabolism	KEGG_pathway	9105	Amino acid metabolism	9100	Metabolism
K00279	cytokinin dehydrogenase	CKX	1.5.99.12	map00908	Zeatin biosynthesis	KEGG_pathway	9109	Metabolism of terpenoids and polyketides	9100	Metabolism
K00280	lysyl oxidase-like protein 2/3/4	LOXL2_3_4	1.4.3.-	99980	Enzymes with EC numbers	notIncPathBrite	9191	Unclassified: metabolism	9190	Not Included in Pathway or Brite
K00281	glycine cleavage system P protein (glycine dehydrogenase)	GLDC, gcvP	1.4.4.2	map00260	Glycine, serine and threonine metabolism	KEGG_pathway	9105	Amino acid metabolism	9100	Metabolism
K00282	glycine cleavage system P protein (glycine dehydrogenase) subunit 1	gcvPA	1.4.4.2	map00260	Glycine, serine and threonine metabolism	KEGG_pathway	9105	Amino acid metabolism	9100	Metabolism
K00283	glycine cleavage system P protein (glycine dehydrogenase) subunit 2	gcvPB	1.4.4.2	map00260	Glycine, serine and threonine metabolism	KEGG_pathway	9105	Amino acid metabolism	9100	Metabolism
K00284	glutamate synthase (ferredoxin)	GLU, gltS	1.4.7.1	map00630	Glyoxylate and dicarboxylate metabolism	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00285	D-amino-acid dehydrogenase	dadA	1.4.5.1	map00470	D-Amino acid metabolism	KEGG_pathway	9106	Metabolism of other amino acids	9100	Metabolism
K00286	pyrroline-5-carboxylate reductase	proC	1.5.1.2	map00330	Arginine and proline metabolism	KEGG_pathway	9105	Amino acid metabolism	9100	Metabolism
K00287	dihydrofolate reductase	DHFR, folA	1.5.1.3	map00790	Folate biosynthesis	KEGG_pathway	9108	Metabolism of cofactors and vitamins	9100	Metabolism
K00288	methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase / formyltetrahydrofolate synthetase	MTHFD	1.5.1.5 | 3.5.4.9 | 6.3.4.3	map00670	One carbon pool by folate	KEGG_pathway	9108	Metabolism of cofactors and vitamins	9100	Metabolism
K00289	formyltetrahydrofolate dehydrogenase	ALDH1L	1.5.1.6	map00670	One carbon pool by folate	KEGG_pathway	9108	Metabolism of cofactors and vitamins	9100	Metabolism
K00290	saccharopine dehydrogenase (NAD+, L-lysine forming)	LYS1	1.5.1.7	map00300	Lysine biosynthesis	KEGG_pathway	9105	Amino acid metabolism	9100	Metabolism
K00293	saccharopine dehydrogenase (NADP+, L-glutamate forming)	LYS9	1.5.1.10	map00300	Lysine biosynthesis	KEGG_pathway	9105	Amino acid metabolism	9100	Metabolism
K00294	1-pyrroline-5-carboxylate dehydrogenase	E1.2.1.88	1.2.1.88	map00250	Alanine, aspartate and glutamate metabolism	KEGG_pathway	9105	Amino acid metabolism	9100	Metabolism
K00295	methylenetetrahydrofolate dehydrogenase (NAD+)	MTD1	1.5.1.15	map00670	One carbon pool by folate	KEGG_pathway	9108	Metabolism of cofactors and vitamins	9100	Metabolism
K00296	D-nopaline dehydrogenase	nos	1.5.1.19	map00330	Arginine and proline metabolism	KEGG_pathway	9105	Amino acid metabolism	9100	Metabolism
K00297	methylenetetrahydrofolate reductase (NADH)	metF, MTHFR	1.5.1.54	map00670	One carbon pool by folate	KEGG_pathway	9108	Metabolism of cofactors and vitamins	9100	Metabolism
K00298	N5-(carboxyethyl)ornithine synthase	ceo	1.5.1.24	99980	Enzymes with EC numbers	notIncPathBrite	9191	Unclassified: metabolism	9190	Not Included in Pathway or Brite
K00299	FMN reductase	ssuE, msuE	1.5.1.38	map00740	Riboflavin metabolism	KEGG_pathway	9108	Metabolism of cofactors and vitamins	9100	Metabolism
K00300	methylenetetrahydrofolate/methylenetetrahydromethanopterin dehydrogenase (NADP+)	mtdA	1.5.1.5 | 1.5.1.-	map00670	One carbon pool by folate	KEGG_pathway	9108	Metabolism of cofactors and vitamins	9100	Metabolism
K00301	sarcosine oxidase	E1.5.3.1	1.5.3.1	map00260	Glycine, serine and threonine metabolism	KEGG_pathway	9105	Amino acid metabolism	9100	Metabolism
K00302	sarcosine oxidase, subunit alpha	soxA	1.5.3.24 | 1.5.3.1	map00260	Glycine, serine and threonine metabolism	KEGG_pathway	9105	Amino acid metabolism	9100	Metabolism
K00303	sarcosine oxidase, subunit beta	soxB	1.5.3.24 | 1.5.3.1	map00260	Glycine, serine and threonine metabolism	KEGG_pathway	9105	Amino acid metabolism	9100	Metabolism
K00304	sarcosine oxidase, subunit delta	soxD	1.5.3.24 | 1.5.3.1	map00260	Glycine, serine and threonine metabolism	KEGG_pathway	9105	Amino acid metabolism	9100	Metabolism
K00305	sarcosine oxidase, subunit gamma	soxG	1.5.3.24 | 1.5.3.1	map00260	Glycine, serine and threonine metabolism	KEGG_pathway	9105	Amino acid metabolism	9100	Metabolism
K00306	sarcosine oxidase / L-pipecolate oxidase	PIPOX	1.5.3.1 | 1.5.3.7	map00260	Glycine, serine and threonine metabolism	KEGG_pathway	9105	Amino acid metabolism	9100	Metabolism
K00307	reticuline oxidase	BBE1	1.21.3.3	map00950	Isoquinoline alkaloid biosynthesis	KEGG_pathway	9110	Biosynthesis of other secondary metabolites	9100	Metabolism
K00308	N1-acetylpolyamine oxidase	PAOX	1.5.3.13	map04146	Peroxisome	KEGG_pathway	9141	Transport and catabolism	9140	Cellular Processes
K00309	dimethylglycine oxidase	dmg	1.5.3.10	map00260	Glycine, serine and threonine metabolism	KEGG_pathway	9105	Amino acid metabolism	9100	Metabolism
K00310	pyrimidodiazepine synthase	SE	1.5.4.1	map00480	Glutathione metabolism	KEGG_pathway	9106	Metabolism of other amino acids	9100	Metabolism
